id,recommendation_name,category,sub_category,provider_scope,source_provider,recommendation_type,priority,end_user_value,implementation_complexity,primary_metrics,baseline_thresholds,lookback_window,native_or_saas_data_source,third_party_saas_options,product_catalog_dependency,compatibility_group,onboarding_to_engine,basic_engine_support,notes_and_guardrails
BR-0042,"Burstable credit waste (AWS, strict)",Compute,VM,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,RightsizeSku,P1,High,Medium,cpu_credit_balance;cpu_credit_charge_usd;p95_cpu_pct,credit_charges>$10/mo AND p95_cpu above baseline; strict mode adds 20% safety headroom,30d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Datadog;Densify,burstable baseline; surplus credit price,compute.vm.same-architecture-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Move to non-burst or larger burstable SKU; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0043,"Burstable credit waste (Azure, standard)",Compute,VM,Azure,Azure Advisor / Azure Monitor / Cost Management,RightsizeSku,P1,High,Medium,cpu_credit_balance;cpu_credit_charge_usd;p95_cpu_pct,credit_charges>$10/mo AND p95_cpu above baseline,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Datadog;Densify,burstable baseline; surplus credit price,compute.vm.same-architecture-family,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Move to non-burst or larger burstable SKU; baseline threshold as listed
BR-0044,"Burstable credit waste (Azure, strict)",Compute,VM,Azure,Azure Advisor / Azure Monitor / Cost Management,RightsizeSku,P1,High,Medium,cpu_credit_balance;cpu_credit_charge_usd;p95_cpu_pct,credit_charges>$10/mo AND p95_cpu above baseline; strict mode adds 20% safety headroom,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Datadog;Densify,burstable baseline; surplus credit price,compute.vm.same-architecture-family,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Move to non-burst or larger burstable SKU; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0045,"Burstable credit waste (GCP, standard)",Compute,VM,GCP,Google Cloud Recommender / Monitoring / Billing Export,RightsizeSku,P1,High,Medium,cpu_credit_balance;cpu_credit_charge_usd;p95_cpu_pct,credit_charges>$10/mo AND p95_cpu above baseline,30d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Datadog;Densify,burstable baseline; surplus credit price,compute.vm.same-architecture-family,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Move to non-burst or larger burstable SKU; baseline threshold as listed
BR-0046,"Burstable credit waste (GCP, strict)",Compute,VM,GCP,Google Cloud Recommender / Monitoring / Billing Export,RightsizeSku,P1,High,Medium,cpu_credit_balance;cpu_credit_charge_usd;p95_cpu_pct,credit_charges>$10/mo AND p95_cpu above baseline; strict mode adds 20% safety headroom,30d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Datadog;Densify,burstable baseline; surplus credit price,compute.vm.same-architecture-family,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Move to non-burst or larger burstable SKU; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0047,"Burstable credit waste (SaaS, standard)",Compute,VM,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,RightsizeSku,P1,High,Medium,cpu_credit_balance;cpu_credit_charge_usd;p95_cpu_pct,credit_charges>$10/mo AND p95_cpu above baseline,30d,SaaS REST APIs; exports; webhooks; collectors,Datadog;Densify,burstable baseline; surplus credit price,compute.vm.same-architecture-family,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Move to non-burst or larger burstable SKU; baseline threshold as listed
BR-0048,"Burstable credit waste (SaaS, strict)",Compute,VM,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,RightsizeSku,P1,High,Medium,cpu_credit_balance;cpu_credit_charge_usd;p95_cpu_pct,credit_charges>$10/mo AND p95_cpu above baseline; strict mode adds 20% safety headroom,30d,SaaS REST APIs; exports; webhooks; collectors,Datadog;Densify,burstable baseline; surplus credit price,compute.vm.same-architecture-family,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Move to non-burst or larger burstable SKU; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0049,"Burstable credit waste (FinOps, standard)",Compute,VM,FinOps,FinOps Basic Provider Registry + Signal Catalog,RightsizeSku,P1,High,Medium,cpu_credit_balance;cpu_credit_charge_usd;p95_cpu_pct,credit_charges>$10/mo AND p95_cpu above baseline,30d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Datadog;Densify,burstable baseline; surplus credit price,compute.vm.same-architecture-family,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Move to non-burst or larger burstable SKU; baseline threshold as listed
BR-0050,"Burstable credit waste (FinOps, strict)",Compute,VM,FinOps,FinOps Basic Provider Registry + Signal Catalog,RightsizeSku,P1,High,Medium,cpu_credit_balance;cpu_credit_charge_usd;p95_cpu_pct,credit_charges>$10/mo AND p95_cpu above baseline; strict mode adds 20% safety headroom,30d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Datadog;Densify,burstable baseline; surplus credit price,compute.vm.same-architecture-family,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Move to non-burst or larger burstable SKU; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0051,"Non-production always-on schedule (AWS, standard)",Compute,Dev/Test,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,SchedulePause,P0,Very High,Low,env_tag;running_hours_per_week;avg_cpu_offhours_pct,env=dev/test;running_hours>120/wk;offhours_cpu<10%,14d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,CloudHealth;ParkMyCloud;Cloudability,hourly resource rate,compute.vm.same-architecture-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Apply owner-approved schedule; baseline threshold as listed
BR-0052,"Non-production always-on schedule (AWS, strict)",Compute,Dev/Test,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,SchedulePause,P0,Very High,Low,env_tag;running_hours_per_week;avg_cpu_offhours_pct,env=dev/test;running_hours>120/wk;offhours_cpu<10%; strict mode adds 20% safety headroom,14d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,CloudHealth;ParkMyCloud;Cloudability,hourly resource rate,compute.vm.same-architecture-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Apply owner-approved schedule; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0053,"Non-production always-on schedule (Azure, standard)",Compute,Dev/Test,Azure,Azure Advisor / Azure Monitor / Cost Management,SchedulePause,P0,Very High,Low,env_tag;running_hours_per_week;avg_cpu_offhours_pct,env=dev/test;running_hours>120/wk;offhours_cpu<10%,14d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;ParkMyCloud;Cloudability,hourly resource rate,compute.vm.same-architecture-family,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Apply owner-approved schedule; baseline threshold as listed
BR-0054,"Non-production always-on schedule (Azure, strict)",Compute,Dev/Test,Azure,Azure Advisor / Azure Monitor / Cost Management,SchedulePause,P0,Very High,Low,env_tag;running_hours_per_week;avg_cpu_offhours_pct,env=dev/test;running_hours>120/wk;offhours_cpu<10%; strict mode adds 20% safety headroom,14d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;ParkMyCloud;Cloudability,hourly resource rate,compute.vm.same-architecture-family,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Apply owner-approved schedule; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0055,"Non-production always-on schedule (GCP, standard)",Compute,Dev/Test,GCP,Google Cloud Recommender / Monitoring / Billing Export,SchedulePause,P0,Very High,Low,env_tag;running_hours_per_week;avg_cpu_offhours_pct,env=dev/test;running_hours>120/wk;offhours_cpu<10%,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;ParkMyCloud;Cloudability,hourly resource rate,compute.vm.same-architecture-family,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Apply owner-approved schedule; baseline threshold as listed
BR-0056,"Non-production always-on schedule (GCP, strict)",Compute,Dev/Test,GCP,Google Cloud Recommender / Monitoring / Billing Export,SchedulePause,P0,Very High,Low,env_tag;running_hours_per_week;avg_cpu_offhours_pct,env=dev/test;running_hours>120/wk;offhours_cpu<10%; strict mode adds 20% safety headroom,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;ParkMyCloud;Cloudability,hourly resource rate,compute.vm.same-architecture-family,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Apply owner-approved schedule; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0057,"Non-production always-on schedule (SaaS, standard)",Compute,Dev/Test,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,SchedulePause,P0,Very High,Low,env_tag;running_hours_per_week;avg_cpu_offhours_pct,env=dev/test;running_hours>120/wk;offhours_cpu<10%,14d,SaaS REST APIs; exports; webhooks; collectors,CloudHealth;ParkMyCloud;Cloudability,hourly resource rate,compute.vm.same-architecture-family,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Apply owner-approved schedule; baseline threshold as listed
BR-0058,"Non-production always-on schedule (SaaS, strict)",Compute,Dev/Test,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,SchedulePause,P0,Very High,Low,env_tag;running_hours_per_week;avg_cpu_offhours_pct,env=dev/test;running_hours>120/wk;offhours_cpu<10%; strict mode adds 20% safety headroom,14d,SaaS REST APIs; exports; webhooks; collectors,CloudHealth;ParkMyCloud;Cloudability,hourly resource rate,compute.vm.same-architecture-family,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Apply owner-approved schedule; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0059,"Non-production always-on schedule (FinOps, standard)",Compute,Dev/Test,FinOps,FinOps Basic Provider Registry + Signal Catalog,SchedulePause,P0,Very High,Low,env_tag;running_hours_per_week;avg_cpu_offhours_pct,env=dev/test;running_hours>120/wk;offhours_cpu<10%,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;ParkMyCloud;Cloudability,hourly resource rate,compute.vm.same-architecture-family,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Apply owner-approved schedule; baseline threshold as listed
BR-0060,"Non-production always-on schedule (FinOps, strict)",Compute,Dev/Test,FinOps,FinOps Basic Provider Registry + Signal Catalog,SchedulePause,P0,Very High,Low,env_tag;running_hours_per_week;avg_cpu_offhours_pct,env=dev/test;running_hours>120/wk;offhours_cpu<10%; strict mode adds 20% safety headroom,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;ParkMyCloud;Cloudability,hourly resource rate,compute.vm.same-architecture-family,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Apply owner-approved schedule; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0061,"Oversized minimum capacity (AWS, standard)",Compute,ASG/VMSS/MIG,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,SchedulePause,P1,High,Medium,min_capacity;p5_required_capacity;nonprod_tag,min_capacity>p5_required*1.5 AND nonprod=true,14d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Datadog;Spot.io,node/instance hourly rates,compute.vm.same-architecture-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Lower min capacity or schedule; baseline threshold as listed
BR-0062,"Oversized minimum capacity (AWS, strict)",Compute,ASG/VMSS/MIG,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,SchedulePause,P1,High,Medium,min_capacity;p5_required_capacity;nonprod_tag,min_capacity>p5_required*1.5 AND nonprod=true; strict mode adds 20% safety headroom,14d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Datadog;Spot.io,node/instance hourly rates,compute.vm.same-architecture-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Lower min capacity or schedule; prod-safe threshold: require +20% stronger evidence and owner approval
