id,recommendation_name,category,sub_category,provider_scope,source_provider,recommendation_type,priority,end_user_value,implementation_complexity,primary_metrics,baseline_thresholds,lookback_window,native_or_saas_data_source,third_party_saas_options,product_catalog_dependency,compatibility_group,onboarding_to_engine,basic_engine_support,notes_and_guardrails,recommendation_definition,expected_benefits,configurator_showcase,advisory_source,advisory_id,advisory_layer
BR-0025,"VM underprovisioned upsize (GCP, standard)",Compute,VM,GCP,Google Cloud Recommender / Monitoring / Billing Export,RightsizeSku,P1,High,Medium,p95_cpu_pct;p95_mem_pct;throttle_pct,p95_cpu>85% OR p95_mem>90% OR throttle>5%,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Densify;Datadog,source/target sku and rate increase,compute.vm.same-architecture-family,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Performance recommendation, not direct saving; baseline threshold as listed",VM underprovisioned upsize identifies over- or under-sized resources and proposes a better-matched SKU or allocation for GCP Compute / VM using p95_cpu_pct;p95_mem_pct;throttle_pct over a 7d lookback.,"Reduces overprovisioning, improves utilization, and keeps performance headroom explicit. Expected value: High; implementation complexity: Medium.","Show source integration health, metric bindings, editable thresholds, lookback window, savings formula, Product Catalog dependency, compatibility group, suppression guardrails, approval owner, test/backtest result, and audit history.",,,
BR-0026,"VM underprovisioned upsize (GCP, strict)",Compute,VM,GCP,Google Cloud Recommender / Monitoring / Billing Export,RightsizeSku,P1,High,Medium,p95_cpu_pct;p95_mem_pct;throttle_pct,p95_cpu>85% OR p95_mem>90% OR throttle>5%; strict mode adds 20% safety headroom,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Densify;Datadog,source/target sku and rate increase,compute.vm.same-architecture-family,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Performance recommendation, not direct saving; prod-safe threshold: require +20% stronger evidence and owner approval",VM underprovisioned upsize identifies over- or under-sized resources and proposes a better-matched SKU or allocation for GCP Compute / VM using p95_cpu_pct;p95_mem_pct;throttle_pct over a 7d lookback.,"Reduces overprovisioning, improves utilization, and keeps performance headroom explicit. Expected value: High; implementation complexity: Medium.","Show source integration health, metric bindings, editable thresholds, lookback window, savings formula, Product Catalog dependency, compatibility group, suppression guardrails, approval owner, test/backtest result, and audit history.",,,
BR-0027,"VM underprovisioned upsize (SaaS, standard)",Compute,VM,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,RightsizeSku,P1,High,Medium,p95_cpu_pct;p95_mem_pct;throttle_pct,p95_cpu>85% OR p95_mem>90% OR throttle>5%,7d,SaaS REST APIs; exports; webhooks; collectors,Densify;Datadog,source/target sku and rate increase,compute.vm.same-architecture-family,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Performance recommendation, not direct saving; baseline threshold as listed",VM underprovisioned upsize identifies over- or under-sized resources and proposes a better-matched SKU or allocation for SaaS Compute / VM using p95_cpu_pct;p95_mem_pct;throttle_pct over a 7d lookback.,"Reduces overprovisioning, improves utilization, and keeps performance headroom explicit. Expected value: High; implementation complexity: Medium.","Show source integration health, metric bindings, editable thresholds, lookback window, savings formula, Product Catalog dependency, compatibility group, suppression guardrails, approval owner, test/backtest result, and audit history.",,,
BR-0028,"VM underprovisioned upsize (SaaS, strict)",Compute,VM,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,RightsizeSku,P1,High,Medium,p95_cpu_pct;p95_mem_pct;throttle_pct,p95_cpu>85% OR p95_mem>90% OR throttle>5%; strict mode adds 20% safety headroom,7d,SaaS REST APIs; exports; webhooks; collectors,Densify;Datadog,source/target sku and rate increase,compute.vm.same-architecture-family,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Performance recommendation, not direct saving; prod-safe threshold: require +20% stronger evidence and owner approval",VM underprovisioned upsize identifies over- or under-sized resources and proposes a better-matched SKU or allocation for SaaS Compute / VM using p95_cpu_pct;p95_mem_pct;throttle_pct over a 7d lookback.,"Reduces overprovisioning, improves utilization, and keeps performance headroom explicit. Expected value: High; implementation complexity: Medium.","Show source integration health, metric bindings, editable thresholds, lookback window, savings formula, Product Catalog dependency, compatibility group, suppression guardrails, approval owner, test/backtest result, and audit history.",,,
BR-0029,"VM underprovisioned upsize (FinOps, standard)",Compute,VM,FinOps,FinOps Basic Provider Registry + Signal Catalog,RightsizeSku,P1,High,Medium,p95_cpu_pct;p95_mem_pct;throttle_pct,p95_cpu>85% OR p95_mem>90% OR throttle>5%,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Densify;Datadog,source/target sku and rate increase,compute.vm.same-architecture-family,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Performance recommendation, not direct saving; baseline threshold as listed",VM underprovisioned upsize identifies over- or under-sized resources and proposes a better-matched SKU or allocation for FinOps Compute / VM using p95_cpu_pct;p95_mem_pct;throttle_pct over a 7d lookback.,"Reduces overprovisioning, improves utilization, and keeps performance headroom explicit. Expected value: High; implementation complexity: Medium.","Show source integration health, metric bindings, editable thresholds, lookback window, savings formula, Product Catalog dependency, compatibility group, suppression guardrails, approval owner, test/backtest result, and audit history.",,,
BR-0030,"VM underprovisioned upsize (FinOps, strict)",Compute,VM,FinOps,FinOps Basic Provider Registry + Signal Catalog,RightsizeSku,P1,High,Medium,p95_cpu_pct;p95_mem_pct;throttle_pct,p95_cpu>85% OR p95_mem>90% OR throttle>5%; strict mode adds 20% safety headroom,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Densify;Datadog,source/target sku and rate increase,compute.vm.same-architecture-family,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,"Performance recommendation, not direct saving; prod-safe threshold: require +20% stronger evidence and owner approval",VM underprovisioned upsize identifies over- or under-sized resources and proposes a better-matched SKU or allocation for FinOps Compute / VM using p95_cpu_pct;p95_mem_pct;throttle_pct over a 7d lookback.,"Reduces overprovisioning, improves utilization, and keeps performance headroom explicit. Expected value: High; implementation complexity: Medium.","Show source integration health, metric bindings, editable thresholds, lookback window, savings formula, Product Catalog dependency, compatibility group, suppression guardrails, approval owner, test/backtest result, and audit history.",,,
BR-0031,"Legacy generation replacement (AWS, standard)",Compute,VM,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,RightsizeSku,P0,High,Low,instance_generation;equivalent_next_gen_price_delta;p95_cpu_pct,legacy=true;next_gen_saves>10%;p95_cpu<70%,30d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,CloudHealth;Densify,current and next-gen sku rates,compute.vm.same-architecture-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Replace old generation before downsizing; baseline threshold as listed,Legacy generation replacement identifies over- or under-sized resources and proposes a better-matched SKU or allocation for AWS Compute / VM using instance_generation;equivalent_next_gen_price_delta;p95_cpu_pct over a 30d lookback.,"Reduces overprovisioning, improves utilization, and keeps performance headroom explicit. Expected value: High; implementation complexity: Low.","Show source integration health, metric bindings, editable thresholds, lookback window, savings formula, Product Catalog dependency, compatibility group, suppression guardrails, approval owner, test/backtest result, and audit history.",,,
BR-0032,"Legacy generation replacement (AWS, strict)",Compute,VM,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,RightsizeSku,P0,High,Low,instance_generation;equivalent_next_gen_price_delta;p95_cpu_pct,legacy=true;next_gen_saves>10%;p95_cpu<70%; strict mode adds 20% safety headroom,30d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,CloudHealth;Densify,current and next-gen sku rates,compute.vm.same-architecture-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Replace old generation before downsizing; prod-safe threshold: require +20% stronger evidence and owner approval,Legacy generation replacement identifies over- or under-sized resources and proposes a better-matched SKU or allocation for AWS Compute / VM using instance_generation;equivalent_next_gen_price_delta;p95_cpu_pct over a 30d lookback.,"Reduces overprovisioning, improves utilization, and keeps performance headroom explicit. Expected value: High; implementation complexity: Low.","Show source integration health, metric bindings, editable thresholds, lookback window, savings formula, Product Catalog dependency, compatibility group, suppression guardrails, approval owner, test/backtest result, and audit history.",,,
BR-0033,"Legacy generation replacement (Azure, standard)",Compute,VM,Azure,Azure Advisor / Azure Monitor / Cost Management,RightsizeSku,P0,High,Low,instance_generation;equivalent_next_gen_price_delta;p95_cpu_pct,legacy=true;next_gen_saves>10%;p95_cpu<70%,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Densify,current and next-gen sku rates,compute.vm.same-architecture-family,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Replace old generation before downsizing; baseline threshold as listed,Legacy generation replacement identifies over- or under-sized resources and proposes a better-matched SKU or allocation for Azure Compute / VM using instance_generation;equivalent_next_gen_price_delta;p95_cpu_pct over a 30d lookback.,"Reduces overprovisioning, improves utilization, and keeps performance headroom explicit. Expected value: High; implementation complexity: Low.","Show source integration health, metric bindings, editable thresholds, lookback window, savings formula, Product Catalog dependency, compatibility group, suppression guardrails, approval owner, test/backtest result, and audit history.",,,
BR-0034,"Legacy generation replacement (Azure, strict)",Compute,VM,Azure,Azure Advisor / Azure Monitor / Cost Management,RightsizeSku,P0,High,Low,instance_generation;equivalent_next_gen_price_delta;p95_cpu_pct,legacy=true;next_gen_saves>10%;p95_cpu<70%; strict mode adds 20% safety headroom,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Densify,current and next-gen sku rates,compute.vm.same-architecture-family,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Replace old generation before downsizing; prod-safe threshold: require +20% stronger evidence and owner approval,Legacy generation replacement identifies over- or under-sized resources and proposes a better-matched SKU or allocation for Azure Compute / VM using instance_generation;equivalent_next_gen_price_delta;p95_cpu_pct over a 30d lookback.,"Reduces overprovisioning, improves utilization, and keeps performance headroom explicit. Expected value: High; implementation complexity: Low.","Show source integration health, metric bindings, editable thresholds, lookback window, savings formula, Product Catalog dependency, compatibility group, suppression guardrails, approval owner, test/backtest result, and audit history.",,,
